ID,Title,URL,Raw Release Date,Releases Date
410,"Nghị quyết 143/NQ-CP năm 2024 về nhiệm vụ, giải pháp trọng tâm để khẩn trương khắc phục hậu quả bão số 3 (Yagi), nhanh chóng ổn định tình hình Nhân dân, đẩy mạnh khôi phục sản xuất kinh doanh, tích cực thúc đẩy tăng trưởng kinh tế, kiểm soát tốt lạm phát do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-143-NQ-CP-2024-giai-phap-trong-tam-de-khan-truong-khac-phuc-hau-qua-bao-so-3-624841.aspx,Ban hành: 17/09/2024,17/09/2024
411,Nghị quyết 1175/NQ-UBTVQH15 năm 2024 tiếp tục thực hiện các Nghị quyết của Ủy ban Thường vụ Quốc hội về giám sát chuyên đề và chất vấn từ đầu nhiệm kỳ Quốc hội Khóa XV đến hết năm 2023,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1175-NQ-UBTVQH15-2024-thuc-hien-Nghi-quyet-ve-giam-sat-chuyen-de-Khoa-XV-629430.aspx,Ban hành: 16/09/2024,16/09/2024
412,Nghị quyết 140/NQ-CP năm 2024 thông qua Báo cáo đề xuất chủ trương đầu tư Chương trình mục tiêu quốc gia về phát triển văn hóa giai đoạn 2025-2035 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-140-NQ-CP-2024-Bao-cao-de-xuat-chu-truong-dau-tu-phat-trien-van-hoa-2025-2035-624451.aspx,Ban hành: 13/09/2024,13/09/2024
413,Nghị quyết 128/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 8 năm 2024,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-128-NQ-CP-2024-Phien-hop-Chinh-phu-thuong-ky-thang-8-624426.aspx,Ban hành: 08/09/2024,08/09/2024
414,Nghị quyết 126/NQ-CP phiên họp chuyên đề về xây dựng pháp luật tháng 8 năm 2024 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-126-NQ-CP-2024-phien-hop-chuyen-de-ve-xay-dung-phap-luat-thang-8-623089.aspx,Ban hành: 01/09/2024,01/09/2024
415,Nghị quyết 1158/NQ-UBTVQH15 năm 2024 về Vị trí việc làm của đại biểu Quốc hội hoạt động chuyên trách ở Trung ương và cán bộ thuộc thẩm quyền quản lý của Ủy ban Thường vụ Quốc hội,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1158-NQ-UBTVQH15-2024-vi-tri-viec-lam-dai-bieu-Quoc-hoi-hoat-dong-chuyen-trach-Trung-uong-623413.aspx,Ban hành: 30/08/2024,30/08/2024
416,"Nghị quyết 07/NQ-BCH năm 2024 về ""Tập trung nguồn lực chăm lo phúc lợi cho đoàn viên, người lao động trong tình hình mới"" do Tổng Liên đoàn Lao động Việt Nam ban hành",https://thuvienphapluat.vn/van-ban/Lao-dong-Tien-luong/Nghi-quyet-07-NQ-BCH-2024-Tap-trung-nguon-luc-cham-lo-phuc-loi-cho-doan-vien-nguoi-lao-dong-631868.aspx,Ban hành: 29/08/2024,29/08/2024
417,"Nghị quyết 1157/NQ-UBTVQH15 năm 2024 giám sát chuyên đề về thực hiện chính sách, pháp luật về đổi mới hệ thống tổ chức và quản lý, nâng cao chất lượng, hiệu quả hoạt động của các đơn vị sự nghiệp công lập giai đoạn 2018-2030 do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1157-NQ-UBTVQH15-2024-giam-sat-thuc-hien-phap-luat-doi-moi-don-vi-su-nghiep-cong-lap-628928.aspx,Ban hành: 28/08/2024,28/08/2024
418,Nghị quyết 143/2024/QH15 bổ sung số lượng Phó Thủ tướng Chính phủ nhiệm kỳ Quốc hội khóa XV,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-143-2024-QH15-bo-sung-so-luong-Pho-Thu-tuong-Chinh-phu-nhiem-ky-Quoc-hoi-khoa-XV-643733.aspx,Ban hành: 26/08/2024,26/08/2024
419,"Nghị quyết 49/2024/UBTVQH15 điều chỉnh Chương trình xây dựng luật, pháp lệnh do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-49-2024-UBTVQH15-dieu-chinh-Chuong-trinh-xay-dung-luat-622673.aspx,Ban hành: 22/08/2024,22/08/2024
420,"Nghị quyết 50/2024/UBTVQH15 quy định nội dung liên quan đến việc bảo đảm yêu cầu phân loại đô thị và tiêu chuẩn của đơn vị hành chính để thực hiện sắp xếp đơn vị hành chính cấp huyện, cấp xã giai đoạn 2023-2025 do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-50-2024-UBTVQH15-tieu-chuan-thuc-hien-sap-xep-don-vi-hanh-chinh-cap-huyen-cap-xa-622807.aspx,Ban hành: 22/08/2024,22/08/2024
421,Nghị quyết 122/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 7 năm 2024,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-122-NQ-CP-2024-Phien-hop-Chinh-phu-thuong-ky-thang-7-620747.aspx,Ban hành: 08/08/2024,08/08/2024
422,"Nghị quyết 119/NQ-CP về phạm vi, đối tượng tiết kiệm 5% chi thường xuyên năm 2024 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-119-NQ-CP-2024-pham-vi-doi-tuong-tiet-kiem-5-chi-thuong-xuyen-620244.aspx,Ban hành: 07/08/2024,07/08/2024
423,Nghị quyết 118/NQ-CP Phiên họp chuyên đề về xây dựng pháp luật tháng 7 năm 2024 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-118-NQ-CP-2024-Phien-hop-chuyen-de-ve-xay-dung-phap-luat-thang-7-620430.aspx,Ban hành: 03/08/2024,03/08/2024
424,Nghị quyết 114/NQ-CP năm 2024 thông qua Tờ trình và Đề án của Chính phủ trình Ủy ban Thường vụ Quốc hội về sắp xếp đơn vị hành chính cấp xã giai đoạn 2023-2025 của tỉnh Phú Yên do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-114-NQ-CP-2024-thong-qua-To-trinh-sap-xep-don-vi-hanh-chinh-cap-xa-tinh-Phu-Yen-619057.aspx,Ban hành: 26/07/2024,26/07/2024
425,"Nghị quyết 113/NQ-CP năm 2024 gia hạn hiệu lực Bản ghi nhớ thực hiện ""Thu hoạch sớm"" Hiệp định Tạo thuận lợi vận tải người và hàng hóa qua lại biên giới giữa các nước Tiểu vùng Mê Công mở rộng do Chính Phủ ban hành",https://thuvienphapluat.vn/van-ban/Giao-thong-Van-tai/Nghi-quyet-113-NQ-CP-2024-gia-han-hieu-luc-thu-hoach-som-Hiep-dinh-thuan-loi-van-tai-nguoi-bien-gioi-Tieu-vung-Me-Cong-619058.aspx,Ban hành: 24/07/2024,24/07/2024
426,"Nghị quyết 1104/NQ-UBTVQH15 năm 2024 sắp xếp đơn vị hành chính cấp huyện, cấp xã giai đoạn 2023-2025 của tỉnh Nam Định do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1104-NQ-UBTVQH15-2024-sap-xep-don-vi-hanh-chinh-cap-huyen-Nam-Dinh-619245.aspx,Ban hành: 23/07/2024,23/07/2024
427,Nghị quyết 1106/NQ-UBTVQH15 năm 2024 sắp xếp đơn vị hành chính cấp xã giai đoạn 2023-2025 của tỉnh Tuyên Quang do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1106-NQ-UBTVQH15-2024-sap-xep-don-vi-hanh-chinh-cap-xa-Tuyen-Quang-619244.aspx,Ban hành: 23/07/2024,23/07/2024
428,Nghị quyết 1105/NQ-UBTVQH15 năm 2024 sắp xếp đơn vị hành chính cấp xã giai đoạn 2023-2025 của tỉnh Sóc Trăng do Ủy ban Thường vụ Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-1105-NQ-UBTVQH15-2024-sap-xep-don-vi-hanh-chinh-cap-xa-Soc-Trang-619247.aspx,Ban hành: 23/07/2024,23/07/2024
429,"Nghị quyết 48/2024/UBTVQH15 điều chỉnh Chương trình xây dựng luật, pháp lệnh năm 2024 do Ủy ban Thường vụ Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-48-2024-UBTVQH15-dieu-chinh-Chuong-trinh-xay-dung-luat-phap-lenh-619246.aspx,Ban hành: 23/07/2024,23/07/2024
430,"Nghị quyết 111/NQ-CP năm 2024 về Chương trình hành động thực hiện Nghị quyết 29-NQ/TW về tiếp tục đẩy mạnh công nghiệp hóa, hiện đại hóa đất nước đến năm 2030, tầm nhìn đến năm 2045 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-111-NQ-CP-2024-thuc-hien-Nghi-quyet-29-NQ-TW-day-manh-cong-nghiep-hoa-618235.aspx,Ban hành: 22/07/2024,22/07/2024
431,Nghị quyết 108/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 6 năm 2024 và Hội nghị trực tuyến Chính phủ với địa phương,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-108-NQ-CP-2024-Phien-hop-Chinh-phu-thuong-ky-thang-6-616775.aspx,Ban hành: 10/07/2024,10/07/2024
432,"Nghị quyết 109/NQ-CP năm 2024 thành lập Quỹ cả nước chung tay xóa nhà tạm, nhà dột nát cho hộ nghèo, hộ cận nghèo do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-109-NQ-CP-2024-thanh-lap-Quy-ca-nuoc-chung-tay-xoa-nha-tam-nha-dot-nat-617636.aspx,Ban hành: 10/07/2024,10/07/2024
433,Nghị quyết 107/NQ-CP năm 2024 Chương trình hành động thực hiện Nghị quyết 45-NQ/TW về tiếp tục xây dựng và phát huy vai trò của đội ngũ trí thức đáp ứng yêu cầu phát triển đất nước nhanh và bền vững trong giai đoạn mới do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Lao-dong-Tien-luong/Nghi-quyet-107-NQ-CP-2024-thuc-hien-Nghi-quyet-45-NQ-TW-phat-huy-vai-tro-cua-doi-ngu-tri-thuc-616638.aspx,Ban hành: 09/07/2024,09/07/2024
434,Nghị quyết 106/NQ-CP năm 2024 về Đề nghị xây dựng Luật Sĩ quan Quân đội nhân dân Việt Nam sửa đổi do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-106-NQ-CP-2024-De-nghi-xay-dung-Luat-Si-quan-Quan-doi-nhan-dan-Viet-Nam-sua-doi-616350.aspx,Ban hành: 06/07/2024,06/07/2024
435,Nghị quyết 104/NQ-CP năm 2024 về giao Bộ Kế hoạch và Đầu tư xây dựng Đề án từ các nhiệm vụ được giao trong các Nghị quyết của Chính phủ,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-104-NQ-CP-2024-giao-Bo-Ke-hoach-va-Dau-tu-xay-dung-De-an-tu-cac-nhiem-vu-duoc-giao-616300.aspx,Ban hành: 02/07/2024,02/07/2024
436,"Nghị quyết 101/NQ-CP năm 2024 đề nghị xây dựng Nghị định về thành lập, quản lý và sử dụng Quỹ Hỗ trợ đầu tư do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-101-NQ-CP-2024-de-nghi-xay-dung-Nghi-dinh-quan-ly-va-su-dung-Quy-Ho-tro-dau-tu-615359.aspx,Ban hành: 29/06/2024,29/06/2024
437,"Nghị quyết 102/NQ-CP năm 2024 về bảo đảm công tác chỉ đạo, điều hành phòng, chống thiên tai trong thời gian kiện toàn cơ quan chỉ đạo, chỉ huy phòng thủ dân sự các cấp do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Nghi-quyet-102-NQ-CP-2024-chi-dao-phong-chong-thien-tai-thoi-gian-kien-toan-co-quan-phong-thu-dan-su-615330.aspx,Ban hành: 29/06/2024,29/06/2024
438,"Nghị quyết 140/2024/QH15 thực hiện Nghị quyết 43/2022/QH15 về chính sách tài khoá, tiền tệ hỗ trợ Chương trình phục hồi và phát triển kinh tế - xã hội và tăng cường hiệu lực, hiệu quả các nghị quyết về một số dự án quan trọng quốc gia do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Tien-te-Ngan-hang/Nghi-quyet-140-2024-QH15-thuc-hien-Nghi-quyet-43-2022-QH15-chinh-sach-tai-khoa-tien-te-619610.aspx,Ban hành: 29/06/2024,29/06/2024
439,"Nghị quyết 141/2024/QH15 về hoạt động, chất vấn tại Kỳ họp thứ 7, Quốc hội khóa XV",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-141-2024-QH15-hoat-dong-chat-van-tai-Ky-hop-thu-7-Quoc-hoi-khoa-XV-617421.aspx,Ban hành: 29/06/2024,29/06/2024
440,"Nghị quyết 142/2024/QH15 về Kỳ họp thứ 7, Quốc hội khóa XV",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-142-2024-QH15-Ky-hop-thu-7-Quoc-hoi-khoa-XV-615358.aspx,Ban hành: 29/06/2024,29/06/2024
441,Nghị quyết 138/2024/QH15 về chủ trương đầu tư Dự án đầu tư xây dựng đường cao tốc Bắc - Nam phía Tây đoạn Gia Nghĩa (Đắk Nông) - Chơn Thành (Bình Phước) do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Dau-tu/Nghi-quyet-138-2024-QH15-chu-truong-dau-tu-xay-dung-duong-cao-toc-Gia-Nghia-Chon-Thanh-616691.aspx,Ban hành: 28/06/2024,28/06/2024
442,"Nghị quyết 139/2024/QH15 về Quy hoạch không gian biển quốc gia thời kỳ 2021-2030, tầm nhìn đến năm 2050 do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Tai-nguyen-Moi-truong/Nghi-quyet-139-2024-QH15-Quy-hoach-khong-gian-bien-quoc-gia-thoi-ky-2021-2030-622827.aspx,Ban hành: 28/06/2024,28/06/2024
443,"Nghị quyết 98/NQ-CP năm 2024 Chương trình hành động thực hiện Chỉ thị 27-CT/TW về tăng cường sự lãnh đạo của Đảng đối với công tác thực hành tiết kiệm, chống lãng phí do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-98-NQ-CP-2024-thuc-hien-Chi-thi-27-CT-TW-tang-cuong-lanh-dao-thuc-hanh-tiet-kiem-615025.aspx,Ban hành: 26/06/2024,26/06/2024
444,"Nghị quyết 137/2024/QH15 bổ sung thí điểm cơ chế, chính sách đặc thù phát triển tỉnh Nghệ An do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-137-2024-QH15-bo-sung-chinh-sach-dac-thu-phat-trien-Nghe-An-616693.aspx,Ban hành: 26/06/2024,26/06/2024
445,"Nghị quyết 136/2024/QH15 tổ chức chính quyền đô thị và thí điểm cơ chế, chính sách đặc thù phát triển thành phố Đà Nẵng do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-136-2024-QH15-to-chuc-chinh-quyen-do-thi-thanh-pho-Da-Nang-617422.aspx,Ban hành: 26/06/2024,26/06/2024
446,Nghị quyết 133/2024/QH15 phê chuẩn Văn kiện gia nhập Hiệp định Đối tác Toàn diện và Tiến bộ xuyên Thái Bình Dương của Liên hiệp Vương quốc Anh và Bắc Ai-len do Quốc Hội ban hành,https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-133-2024-QH15-phe-chuan-Van-kien-gia-nhap-Hiep-dinh-Doi-tac-Toan-dien-xuyen-Thai-Binh-Duong-617425.aspx,Ban hành: 25/06/2024,25/06/2024
447,Nghị quyết 97/NQ-CP Phiên họp chuyên đề về xây dựng pháp luật tháng 06 năm 2024 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-97-NQ-CP-2024-Phien-hop-chuyen-de-xay-dung-phap-luat-thang-06-614800.aspx,Ban hành: 24/06/2024,24/06/2024
448,Nghị quyết 132/2024/QH15 bổ sung dự toán thu ngân sách nhà nước năm 2022 và phê chuẩn quyết toán ngân sách nhà nước năm 2022 do Quốc hội ban hành,https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-132-2024-QH15-Bo-sung-du-toan-thu-ngan-sach-nha-nuoc-2022-616694.aspx,Ban hành: 24/06/2024,24/06/2024
449,"Nghị quyết 131/2024/QH15 về Thành lập Đoàn giám sát chuyên đề ""Việc thực hiện chính sách, pháp luật về bảo vệ môi trường kể từ khi Luật Bảo vệ môi trường năm 2020 có hiệu lực thi hành"" do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-131-2024-QH15-Thanh-lap-Doan-giam-sat-chuyen-de-thuc-hien-phap-luat-ve-bao-ve-moi-truong-616692.aspx,Ban hành: 21/06/2024,21/06/2024
450,"Nghị quyết 94/NQ-CP năm 2024 về Chương trình hành động của Chính phủ thực hiện Nghị quyết 43-NQ/TW tiếp tục phát huy truyền thống, sức mạnh đại đoàn kết toàn dân tộc, xây dựng đất nước ta ngày càng phồn vinh, hạnh phúc",https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-94-NQ-CP-2024-thuc-hien-Nghi-quyet-43-NQ-TW-dai-doan-ket-toan-dan-toc-xay-dung-dat-nuoc-614516.aspx,Ban hành: 19/06/2024,19/06/2024
451,"Nghị quyết 93/NQ-CP năm 2024 về nhiệm vụ, giải pháp trọng tâm để thúc đẩy tăng trưởng, kiểm soát lạm phát và ổn định kinh tế vĩ mô do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Tai-chinh-nha-nuoc/Nghi-quyet-93-NQ-CP-2024-nhiem-vu-thuc-day-tang-truong-kiem-soat-lam-phat-on-dinh-kinh-te-vi-mo-614238.aspx,Ban hành: 18/06/2024,18/06/2024
452,Nghị quyết 91/NQ-CP năm 2024 về đẩy mạnh xã hội hóa các dịch vụ sự nghiệp công do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-91-NQ-CP-2024-day-manh-xa-hoi-hoa-dich-vu-su-nghiep-cong-614105.aspx,Ban hành: 18/06/2024,18/06/2024
453,"Nghị quyết 04/2024/NQ-HĐTP hướng dẫn áp dụng quy định của Bộ luật Hình sự về truy cứu trách nhiệm hình sự đối với hành vi liên quan đến khai thác, mua bán, vận chuyển trái phép thủy sản do Hội đồng Thẩm phán Toà án nhân dân tối cao ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-04-2024-NQ-HDTP-ap-dung-Bo-luat-Hinh-su-truy-cuu-hanh-vi-mua-ban-trai-phep-thuy-san-614049.aspx,Ban hành: 12/06/2024,12/06/2024
454,"Nghị quyết 47/2024/UBTVQH15 thực hiện liên tục chế độ khoán họp đối với đại biểu Quốc hội hoạt động chuyên trách; chế độ khoán chi phục vụ hoạt động của Quốc hội đối với cán bộ, công chức, viên chức, người lao động thuộc các cơ quan của Quốc hội, cơ quan thuộc Ủy ban Thường vụ Quốc hội, Văn phòng Quốc hội",https://thuvienphapluat.vn/van-ban/Lao-dong-Tien-luong/Nghi-quyet-47-2024-UBTVQH15-che-do-khoan-chi-phuc-vu-hoat-dong-cua-Quoc-hoi-doi-voi-can-bo-659217.aspx,Ban hành: 10/06/2024,10/06/2024
455,"Nghị quyết 03/2024/NQ-HĐTP hướng dẫn áp dụng quy định của Bộ luật Hình sự về thời hiệu thi hành bản án, miễn chấp hành hình phạt, giảm mức hình phạt đã tuyên, giảm thời hạn chấp hành hình phạt trong trường hợp đặc biệt, hoãn chấp hành hình phạt tù, tạm đình chỉ chấp hành hình phạt tù do Hội đồng Thẩm phán Tòa án nhân dân tối cao ban hành",https://thuvienphapluat.vn/van-ban/Trach-nhiem-hinh-su/Nghi-quyet-03-2024-NQ-HDTP-huong-dan-Bo-luat-Hinh-su-thoi-hieu-thi-hanh-ban-an-483755.aspx,Ban hành: 10/06/2024,10/06/2024
456,"Nghị quyết 84/NQ-CP năm 2024 về Dự án xây dựng Luật Đất đai, Luật Nhà ở, Luật Kinh doanh bất động sản, Luật Các tổ chức tín dụng sửa đổi do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-84-NQ-CP-nam-2024-Du-an-xay-dung-Luat-Luat-Dat-dai-Luat-Nha-o-sua-doi-612978.aspx,Ban hành: 09/06/2024,09/06/2024
457,Nghị quyết 83/NQ-CP năm 2024 dự án Nghị quyết của Quốc hội về giảm thuế giá trị gia tăng do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-quyet-83-NQ-CP-2024-du-an-Nghi-quyet-Quoc-hoi-giam-thue-gia-tri-gia-tang-615104.aspx,Ban hành: 08/06/2024,08/06/2024
458,Nghị quyết 130/2024/QH15 về Chương trình giám sát của Quốc hội năm 2025,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-130-2024-QH15-Chuong-trinh-giam-sat-cua-Quoc-hoi-613796.aspx,Ban hành: 08/06/2024,08/06/2024
459,"Nghị quyết 129/2024/QH15 về Chương trình xây dựng luật, pháp lệnh năm 2025, điều chỉnh Chương trình xây dựng luật, pháp lệnh năm 2024 do Quốc hội ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-129-2024-QH15-dieu-chinh-Chuong-trinh-xay-dung-luat-phap-lenh-613794.aspx,Ban hành: 08/06/2024,08/06/2024
460,Nghị quyết 82/NQ-CP về Phiên họp Chính phủ thường kỳ tháng 5 năm 2024,https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-82-NQ-CP-2024-phien-hop-thuong-ky-thang-5-612382.aspx,Ban hành: 05/06/2024,05/06/2024
461,Nghị quyết 81/NQ-CP năm 2024 đề nghị xây dựng dự án Nghị quyết về giảm thuế giá trị gia tăng do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Thue-Phi-Le-Phi/Nghi-quyet-81-NQ-CP-2024-de-nghi-xay-dung-du-an-Nghi-quyet-ve-giam-thue-gia-tri-gia-tang-611386.aspx,Ban hành: 28/05/2024,28/05/2024
462,Nghị quyết 80/NQ-CP năm 2024 đề nghị xây dựng Nghị quyết về thí điểm thực hiện dự án nhà ở thương mại thông qua thỏa thuận về nhận quyền sử dụng đất hoặc đang có quyền sử dụng đất mà đất đó không phải là đất ở do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Thuong-mai/Nghi-quyet-80-NQ-CP-2024-xay-dung-Nghi-quyet-thi-diem-thuc-hien-du-an-nha-o-thuong-mai-611385.aspx,Ban hành: 27/05/2024,27/05/2024
463,"Nghị quyết 79/NQ-CP năm 2024 về Đề nghị xây dựng Luật sửa đổi Luật Đất đai 31/2024/QH15, Luật Nhà ở 27/2023/QH15, Luật Kinh doanh bất động sản 29/2023/QH15, Luật Các tổ chức tín dụng 32/2024/QH15 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-79-NQ-CP-2024-De-nghi-xay-dung-Luat-sua-doi-Luat-Dat-dai-31-2024-QH15-611309.aspx,Ban hành: 27/05/2024,27/05/2024
464,Nghị quyết 02/2024/NQ-HĐTP hướng dẫn áp dụng quy định tại Điều 313 của Bộ luật Hình sự do Hội đồng Thẩm phán Tòa án nhân dân tối cao ban hành,https://thuvienphapluat.vn/van-ban/Trach-nhiem-hinh-su/Nghi-quyet-02-2024-NQ-HDTP-huong-dan-ap-dung-Dieu-313-cua-Bo-luat-Hinh-su-595967.aspx,Ban hành: 24/05/2024,24/05/2024
465,"Nghị quyết 76/NQ-CP năm 2024 về đối tượng được giảm tiền thuê đất, thuê mặt nước tại Nghị quyết 07/NQ-CP về giảm tiền thuê đất, thuê mặt nước của năm 2022 đối với các đối tượng bị ảnh hưởng bởi dịch Covid-19 do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bat-dong-san/Nghi-quyet-76-NQ-CP-2024-doi-tuong-duoc-giam-tien-thue-dat-thue-mat-nuoc-tai-Nghi-quyet-07-NQ-CP-611183.aspx,Ban hành: 24/05/2024,24/05/2024
466,"Nghị quyết 74/NQ-CP năm 2024 dự thảo Nghị quyết của Quốc hội về tổ chức chính quyền đô thị và thí điểm một số cơ chế, chính sách đặc thù phát triển Thành phố Đà Nẵng do Chính phủ ban hành",https://thuvienphapluat.vn/van-ban/Bo-may-hanh-chinh/Nghi-quyet-74-NQ-CP-2024-du-thao-Nghi-quyet-to-chuc-chinh-quyen-do-thi-phat-trien-Da-Nang-610645.aspx,Ban hành: 21/05/2024,21/05/2024
467,Nghị quyết 73/NQ-CP năm 2024 đề nghị xây dựng Nghị quyết sửa đổi Khoản 1 Điều 197 Luật Nhà ở 27/2023/QH15 và Khoản 1 Điều 82 Luật Kinh doanh bất động sản 29/2023/QH15 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bat-dong-san/Nghi-quyet-73-NQ-CP-2024-de-nghi-xay-dung-Nghi-quyet-sua-doi-khoan-1-Dieu-197-Luat-Nha-o-610206.aspx,Ban hành: 17/05/2024,17/05/2024
468,Nghị quyết 72/NQ-CP năm 2024 đề nghị xây dựng Nghị quyết sửa đổi Khoản 1 Điều 252 Luật Đất đai 31/2024/QH15 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Bat-dong-san/Nghi-quyet-72-NQ-CP-2024-De-nghi-xay-dung-Nghi-quyet-sua-doi-khoan-1-Dieu-252-Luat-Dat-dai-610205.aspx,Ban hành: 17/05/2024,17/05/2024
469,Nghị quyết 01/2024/NQ-HĐTP hướng dẫn áp dụng quy định của pháp luật trong giải quyết vụ việc về hôn nhân gia đình do Hội đồng Thẩm phán Tòa án nhân dân tối cao ban hành,https://thuvienphapluat.vn/van-ban/Thu-tuc-To-tung/Nghi-quyet-01-2024-NQ-HDTP-huong-dan-ap-dung-giai-quyet-vu-viec-ve-hon-nhan-gia-dinh-515531.aspx,Ban hành: 16/05/2024,16/05/2024
470,Nghị quyết 71/NQ-CP năm 2024 về Kế hoạch thực hiện sau đánh giá rủi ro quốc gia về rửa tiền giai đoạn 2018-2022 do Chính phủ ban hành,https://thuvienphapluat.vn/van-ban/Tien-te-Ngan-hang/Nghi-quyet-71-NQ-CP-2024-Ke-hoach-thuc-hien-sau-danh-gia-rui-ro-quoc-gia-ve-rua-tien-630971.aspx,Ban hành: 15/05/2024,15/05/2024
